id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
12824,34,male,2,rent,little,nan,5171,55,domestic appliances
12825,69,female,1,free,little,moderate,4025,19,domestic appliances
12826,24,male,3,own,quite rich,moderate,15259,8,furniture/equipment
12827,44,male,2,free,moderate,little,8657,18,car
12828,64,female,2,rent,little,little,12045,17,domestic appliances
12829,74,female,3,free,nan,little,1701,32,radio/TV
12830,32,female,0,own,rich,rich,12899,20,domestic appliances
12831,63,female,3,rent,moderate,little,10290,44,furniture/equipment
12832,30,male,3,free,rich,moderate,12681,9,education
12833,28,female,2,free,moderate,little,1655,54,radio/TV
12834,62,female,0,rent,moderate,little,15652,21,repairs
12835,43,male,0,rent,quite rich,rich,12585,44,business
12836,39,male,3,own,moderate,moderate,9958,48,education
12837,45,female,1,free,moderate,nan,2203,36,radio/TV
12838,41,female,1,rent,little,little,11707,47,repairs
12839,46,female,1,own,moderate,rich,16916,8,education
12840,26,female,2,rent,moderate,moderate,8093,23,business
12841,59,female,2,free,quite rich,little,416,58,repairs
12842,21,female,1,free,nan,nan,13685,9,repairs
12843,66,female,3,own,quite rich,little,3166,24,education
12844,63,female,2,own,little,rich,1174,35,business
12845,73,female,0,rent,moderate,rich,5669,25,business
12846,35,female,3,free,rich,moderate,19403,9,car
12847,60,male,1,free,nan,little,1136,32,car
12848,33,male,2,free,quite rich,rich,16769,40,car
12849,50,female,2,own,little,rich,19846,16,domestic appliances
12850,46,female,0,own,nan,little,17094,29,repairs
12851,56,female,1,free,little,rich,6784,36,repairs
12852,27,female,1,free,rich,little,7202,51,furniture/equipment
12853,26,female,2,rent,nan,moderate,1411,38,radio/TV
12854,48,male,1,own,little,nan,2132,31,domestic appliances
12855,45,female,0,rent,quite rich,rich,6069,52,repairs
12856,74,male,3,own,nan,nan,5615,32,education
12857,20,female,1,rent,rich,moderate,6293,48,education
12858,71,female,0,rent,quite rich,nan,13791,24,domestic appliances
12859,72,female,2,rent,moderate,rich,15915,19,domestic appliances
12860,31,female,3,free,moderate,nan,13118,33,repairs
12861,42,female,0,rent,nan,little,5087,6,furniture/equipment
12862,32,female,3,own,little,moderate,5182,17,domestic appliances
12863,19,female,3,rent,moderate,moderate,14425,57,radio/TV
12864,41,female,2,free,moderate,moderate,17303,41,domestic appliances
12865,31,male,2,free,quite rich,nan,18115,33,business
12866,65,female,0,free,moderate,rich,3198,10,repairs
12867,24,female,0,free,little,rich,18830,53,car
12868,53,female,0,rent,quite rich,little,8481,43,repairs
12869,67,female,3,rent,rich,little,18210,54,education
12870,41,female,2,own,moderate,moderate,19242,27,domestic appliances
12871,44,male,3,own,little,little,15712,38,furniture/equipment
12872,54,female,1,rent,little,rich,6300,44,domestic appliances
12873,55,male,2,own,nan,nan,12577,40,domestic appliances
12874,47,male,0,own,rich,little,2904,20,repairs
12875,44,female,3,own,rich,nan,4644,55,furniture/equipment
12876,56,male,2,own,little,moderate,12376,16,repairs
12877,32,female,0,free,rich,little,8750,55,repairs
12878,43,male,0,own,nan,nan,3474,30,education
12879,18,female,1,rent,nan,little,8234,7,business
12880,73,male,2,rent,rich,moderate,3793,47,domestic appliances
12881,21,female,0,own,nan,nan,16110,20,education
12882,46,male,3,free,rich,rich,15292,58,education
12883,74,male,2,free,rich,nan,13529,52,furniture/equipment
12884,18,female,1,free,quite rich,rich,19444,22,car
12885,60,male,0,own,little,moderate,13037,48,furniture/equipment
12886,67,male,0,rent,moderate,moderate,7320,57,domestic appliances
12887,63,male,2,own,nan,moderate,7242,52,business
12888,39,male,2,rent,little,moderate,12943,24,domestic appliances
12889,28,female,2,rent,nan,little,18107,15,education
12890,27,male,1,free,moderate,nan,7223,38,education
12891,34,female,3,own,rich,little,15199,16,car
12892,53,female,1,rent,little,little,6203,40,furniture/equipment
12893,73,male,0,rent,moderate,rich,7990,31,furniture/equipment
12894,64,male,2,rent,nan,moderate,15888,9,radio/TV
12895,43,female,3,rent,moderate,moderate,12826,54,repairs
12896,65,female,1,rent,nan,rich,1343,47,car
12897,38,female,2,free,nan,moderate,6355,46,radio/TV
12898,30,male,2,free,little,moderate,18896,59,furniture/equipment
12899,26,male,1,rent,moderate,little,4801,29,domestic appliances
12900,28,male,3,own,little,nan,4243,59,repairs
12901,28,female,2,rent,moderate,moderate,9320,21,car
12902,23,male,0,own,nan,moderate,3181,11,radio/TV
12903,18,female,0,rent,rich,rich,17585,47,radio/TV
12904,71,female,2,free,quite rich,moderate,10409,51,education
12905,23,female,1,free,rich,moderate,6664,45,radio/TV
12906,30,female,3,own,little,nan,7756,52,business
12907,39,female,2,rent,moderate,rich,6473,17,domestic appliances
12908,73,male,0,rent,little,rich,2900,37,domestic appliances
12909,48,female,3,free,rich,nan,724,26,business
12910,39,male,3,own,quite rich,moderate,5955,49,domestic appliances
12911,54,female,2,rent,quite rich,moderate,15499,43,education
12912,64,male,1,own,rich,moderate,4891,33,furniture/equipment
12913,44,male,1,free,rich,rich,6104,45,repairs
12914,67,female,1,rent,moderate,little,436,30,domestic appliances
12915,69,male,3,rent,moderate,little,13803,8,repairs
12916,31,male,1,own,moderate,little,19723,31,furniture/equipment
12917,64,female,0,free,little,moderate,5070,6,radio/TV
12918,22,female,2,free,little,little,12802,33,business
12919,53,female,0,own,rich,nan,3515,15,domestic appliances
12920,49,male,1,free,little,rich,14952,55,business
12921,51,male,2,free,rich,moderate,10928,19,domestic appliances
12922,24,male,2,own,nan,moderate,7819,50,furniture/equipment
12923,59,female,1,own,quite rich,nan,6113,16,education
12924,65,male,2,rent,little,moderate,6157,26,furniture/equipment
12925,27,female,1,free,little,rich,8553,6,furniture/equipment
12926,67,female,2,free,rich,little,18209,23,business
12927,34,male,1,rent,nan,rich,1023,7,car
12928,47,male,0,own,nan,rich,14806,25,repairs
12929,38,female,2,free,rich,nan,13552,18,education
12930,30,female,3,own,nan,moderate,374,37,car
12931,18,male,0,free,nan,moderate,18339,26,repairs
12932,18,female,3,own,little,rich,4402,38,repairs
12933,64,female,0,rent,nan,little,10155,55,car
12934,50,male,0,free,little,rich,9195,40,car
12935,55,female,0,rent,little,rich,18313,36,education
12936,42,male,3,own,moderate,nan,10213,26,car
12937,43,male,0,free,quite rich,moderate,6913,10,car
12938,30,male,2,rent,little,little,11482,31,domestic appliances
12939,45,female,2,own,little,moderate,3024,45,car
12940,50,male,2,rent,rich,rich,8440,50,furniture/equipment
12941,54,male,0,own,quite rich,nan,6473,7,domestic appliances
12942,58,male,1,rent,moderate,moderate,8744,42,education
12943,47,male,1,own,nan,rich,8046,23,business
12944,74,male,2,own,little,little,9185,24,business
12945,66,male,0,free,quite rich,little,2700,28,business
12946,65,female,3,rent,quite rich,nan,4805,34,furniture/equipment
12947,25,female,3,free,quite rich,moderate,16227,26,repairs
12948,66,female,2,rent,little,little,3026,42,furniture/equipment
12949,64,female,0,free,nan,little,9826,19,repairs
12950,73,male,3,rent,quite rich,nan,2118,11,furniture/equipment
12951,18,female,3,own,quite rich,moderate,4944,13,furniture/equipment
12952,29,female,3,free,quite rich,moderate,18206,37,education
12953,22,female,1,rent,rich,nan,1329,40,radio/TV
12954,41,male,1,rent,moderate,nan,353,46,furniture/equipment
12955,23,male,3,free,nan,nan,15319,48,radio/TV
12956,42,male,0,own,rich,nan,19094,7,radio/TV
12957,18,female,3,rent,nan,little,11043,54,repairs
12958,42,male,3,rent,rich,nan,4336,41,repairs
12959,18,male,1,own,quite rich,nan,15880,17,radio/TV
12960,49,male,0,own,moderate,little,7256,30,business
12961,59,female,2,free,little,rich,1717,13,radio/TV
12962,59,male,0,own,nan,little,3802,50,radio/TV
12963,20,female,0,free,nan,rich,9399,19,business
12964,66,female,1,own,moderate,nan,8335,58,education
12965,36,male,0,rent,rich,little,8973,56,repairs
12966,60,male,1,own,nan,little,17712,51,repairs
12967,46,male,0,own,moderate,moderate,17461,54,business
12968,67,male,1,own,quite rich,little,11281,13,radio/TV
12969,19,female,0,own,little,moderate,2417,14,repairs
12970,26,female,0,own,moderate,rich,8315,26,education
12971,73,female,0,free,little,little,18224,52,education
12972,34,female,0,free,moderate,rich,7667,36,education
12973,63,male,2,free,nan,rich,13594,43,car
12974,53,female,2,rent,moderate,nan,15708,56,radio/TV
12975,34,female,1,free,little,moderate,18374,31,domestic appliances
12976,66,male,2,rent,moderate,little,18604,24,furniture/equipment
12977,29,female,3,rent,quite rich,nan,723,31,education
12978,37,male,2,rent,rich,rich,18276,30,furniture/equipment
12979,67,male,1,free,rich,moderate,17408,34,radio/TV
12980,20,male,3,own,nan,little,6929,22,domestic appliances
12981,60,female,2,free,quite rich,nan,10916,14,domestic appliances
12982,74,male,3,free,quite rich,nan,14724,14,education
12983,67,male,3,free,rich,little,15949,53,domestic appliances
12984,21,male,3,free,moderate,moderate,19618,31,education
12985,34,female,1,free,nan,little,10523,43,education
12986,67,female,2,free,moderate,moderate,13307,12,radio/TV
12987,54,male,1,own,rich,little,7464,54,domestic appliances
12988,63,female,1,free,moderate,moderate,10838,46,business
12989,59,female,2,own,quite rich,little,7335,52,domestic appliances
12990,32,female,1,rent,nan,rich,4976,48,education
12991,50,female,0,rent,rich,rich,14985,28,domestic appliances
12992,33,female,2,own,rich,nan,11682,39,furniture/equipment
12993,28,male,0,own,little,little,16114,46,furniture/equipment
12994,72,female,2,rent,little,nan,2561,31,radio/TV
12995,37,female,2,free,rich,moderate,12990,19,furniture/equipment
12996,55,female,1,free,moderate,nan,6045,17,business
12997,41,female,1,own,little,nan,477,19,furniture/equipment
12998,71,male,1,rent,rich,rich,5664,56,business
12999,33,male,3,free,quite rich,moderate,8808,34,business
13000,47,female,2,own,little,rich,16059,17,radio/TV
13001,51,male,3,rent,little,nan,17336,13,education
13002,18,female,1,rent,nan,nan,9535,29,business
13003,41,female,0,own,little,little,17315,22,repairs
13004,41,male,0,own,quite rich,rich,9992,33,radio/TV
13005,26,male,2,rent,moderate,rich,9149,43,repairs
13006,39,female,3,free,little,rich,8353,31,repairs
13007,29,female,2,rent,quite rich,nan,17637,45,repairs
13008,34,male,1,free,nan,nan,12616,46,education
13009,42,female,3,rent,little,nan,3464,59,education
13010,45,female,0,free,little,little,13209,52,car
13011,32,male,1,rent,moderate,moderate,13942,56,radio/TV
13012,47,male,1,own,little,little,6415,58,repairs
13013,68,male,1,rent,moderate,nan,7721,51,car
13014,44,female,3,own,quite rich,little,1746,7,furniture/equipment
13015,39,female,1,free,nan,little,6565,18,business
13016,27,male,0,free,moderate,nan,17751,47,repairs
13017,48,male,1,rent,little,nan,14592,31,business
13018,44,female,3,own,moderate,little,15244,23,business
13019,29,female,3,own,moderate,little,19321,50,domestic appliances
13020,63,female,0,free,little,moderate,10160,42,radio/TV
13021,48,male,3,rent,rich,little,7189,17,furniture/equipment
13022,49,male,0,own,rich,moderate,16576,10,radio/TV
13023,49,female,2,own,nan,nan,14348,36,business
13024,58,female,1,rent,rich,nan,4557,18,car
13025,62,female,2,own,moderate,rich,18641,6,furniture/equipment
13026,52,female,2,free,quite rich,rich,17491,41,business
13027,70,male,2,free,nan,nan,19674,14,domestic appliances
13028,63,male,0,rent,rich,rich,7581,40,business
13029,38,male,1,own,little,little,16530,23,domestic appliances
13030,27,male,2,free,rich,little,9032,48,car
13031,33,male,0,own,moderate,moderate,13464,56,radio/TV
13032,24,female,3,free,quite rich,moderate,2795,20,business
13033,21,male,2,free,rich,little,19967,48,car
13034,44,male,0,free,quite rich,little,19924,53,car
13035,69,male,0,own,little,moderate,12634,32,domestic appliances
13036,72,female,0,free,moderate,moderate,9550,20,domestic appliances
13037,42,female,0,rent,moderate,rich,5582,43,education
13038,48,male,1,rent,little,little,17436,27,repairs
13039,28,male,3,own,rich,rich,16050,53,radio/TV
13040,65,male,0,free,moderate,rich,8699,22,domestic appliances
13041,37,male,2,rent,quite rich,moderate,12941,29,business
13042,53,female,3,rent,little,rich,10516,25,domestic appliances
13043,71,male,1,free,nan,moderate,10854,44,car
13044,71,male,2,own,nan,rich,18073,26,radio/TV
13045,72,male,3,own,rich,little,15255,11,car
13046,34,male,3,own,quite rich,little,15464,50,furniture/equipment
13047,62,female,1,own,little,nan,2019,57,car
13048,28,male,2,free,rich,rich,5790,45,business
13049,47,male,2,own,rich,nan,606,58,domestic appliances
13050,52,male,0,free,little,nan,7758,16,furniture/equipment
13051,58,male,3,free,rich,moderate,5418,10,radio/TV
13052,55,male,2,free,rich,moderate,1853,21,education
13053,39,female,1,own,moderate,rich,17379,24,repairs
13054,70,female,2,own,nan,little,19046,25,domestic appliances
13055,60,male,0,free,quite rich,little,1193,22,furniture/equipment
13056,65,female,3,free,nan,moderate,14337,57,domestic appliances
13057,68,male,0,free,little,nan,766,23,domestic appliances
13058,44,male,1,free,nan,moderate,592,19,repairs
13059,54,male,2,free,nan,moderate,4309,57,radio/TV
13060,63,male,0,rent,nan,little,4661,23,repairs
13061,66,male,1,free,moderate,rich,3794,12,radio/TV
13062,52,male,1,free,nan,moderate,11057,20,car
13063,21,female,0,rent,nan,little,17387,8,car
13064,33,male,1,rent,nan,moderate,2040,26,business
13065,33,female,2,free,little,little,4459,57,business
13066,38,female,2,free,quite rich,moderate,7523,53,domestic appliances
13067,43,female,2,own,nan,rich,237,59,business
13068,74,male,1,rent,moderate,little,7974,59,business
13069,53,male,1,free,little,nan,4317,47,radio/TV
13070,36,male,2,rent,rich,moderate,13621,26,education
13071,34,male,2,free,rich,nan,7748,29,car
13072,62,male,3,own,moderate,rich,7474,8,business
13073,43,female,0,rent,little,little,11022,23,business
13074,39,female,2,own,rich,rich,9832,6,radio/TV
13075,72,male,1,free,quite rich,little,16955,43,car
13076,73,female,0,rent,little,nan,10202,7,furniture/equipment
13077,45,female,1,own,nan,moderate,9461,15,education
13078,18,male,1,free,quite rich,nan,12120,53,education
13079,61,male,3,own,quite rich,moderate,19221,23,radio/TV
13080,53,male,2,own,quite rich,nan,12311,55,radio/TV
13081,60,female,3,free,moderate,moderate,7415,54,repairs
13082,54,female,0,free,moderate,nan,16426,8,radio/TV
13083,19,female,1,rent,rich,rich,12533,47,education
13084,34,female,1,own,rich,little,3498,43,repairs
13085,57,female,2,rent,rich,little,18746,35,business
13086,55,female,1,free,moderate,little,8108,42,furniture/equipment
13087,38,female,1,free,little,nan,9446,12,furniture/equipment
13088,26,male,3,own,nan,moderate,13430,31,furniture/equipment
13089,30,female,2,free,nan,nan,16331,26,domestic appliances
13090,28,male,2,own,little,little,352,49,furniture/equipment
13091,33,male,2,rent,moderate,little,5132,40,repairs
13092,33,female,1,own,nan,rich,1700,10,education
13093,19,female,3,free,quite rich,nan,1472,20,furniture/equipment
13094,59,male,0,rent,quite rich,moderate,8623,54,business
13095,61,female,1,rent,rich,rich,4822,6,radio/TV
13096,25,male,3,own,rich,nan,3196,23,domestic appliances
13097,60,female,0,rent,quite rich,little,10708,43,domestic appliances
13098,59,female,1,own,little,rich,1876,10,education
13099,30,male,1,rent,quite rich,nan,12874,32,education
13100,74,male,0,free,little,moderate,19101,10,radio/TV
13101,34,male,1,free,quite rich,rich,10048,42,domestic appliances
13102,56,male,1,free,little,moderate,19251,59,furniture/equipment
13103,41,female,1,rent,moderate,nan,11551,45,radio/TV
13104,20,male,3,free,moderate,rich,13612,34,business
13105,47,male,3,free,moderate,nan,18963,30,furniture/equipment
13106,69,male,1,free,moderate,rich,5106,53,domestic appliances
13107,30,female,3,rent,little,moderate,210,19,business
